"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","zipcode","d4_2","bf1_1"
"637",3,1,1,1,2,1,NA,NA,NA,1,1,"3",0,12,4,12,0,1,1,NA,2,2,2,2,2,2,1,4,4,4,2,12,0.853754642769328,87.0267526546691,"Both",24,12,50,"Co-parent","Four year college or higher","Asian","Private",NA,"10065",NA,"Months"
"638",1,10,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,4,NA,2,1,1,2,1,2,2,1,3,3,2,1,0.952605640860064,97.1030449868608,"Unpaid",NA,NA,NA,"Co-parent","No high school degree","Other","Private",NA,"10456",NA,"Months"
"639",1,7,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,2,3,1,4,4,2,11,0.581443828956421,59.2689816842915,"Unpaid",5,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"11234",NA,"Months"
"640",3,12,1,1,2,1,NA,NA,NA,1,1,"3",0,5,6,3,0,2,1,NA,1,1,2,2,1,1,2,2,4,4,2,12,1.22509315678393,124.878827936482,"Both",16,3,19,"Co-parent","Four year college or higher","Asian","Private",NA,"11379",NA,"Months"
"641",1,8,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,77,2,1,2,1,1,4,4,2,5,0.720958035373122,73.4902435379962,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"10025",NA,"Still breastfeeding"
"642",3,7,1,1,2,1,NA,NA,NA,1,1,"3",0,6,6,12,0,1,1,NA,1,1,2,2,2,2,1,3,4,4,2,12,0.397104384263654,40.4784973295132,"Both",16,12,75,"Co-parent","Four year college or higher","White","Private",NA,"11378",NA,"Months"
"643",2,8,1,2,2,1,NA,NA,NA,1,1,"1",1,6,5,0,0,1,1,NA,1,2,2,2,2,1,2,2,4,4,2,12,0.608974341491052,62.0752810410202,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10002",NA,"Months"
"644",5,3,1,2,3,1,NA,NA,NA,1,2,"77",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,3,3,4,2,99,0.466107696163202,47.5122911810536,NA,NA,NA,NA,"Co-parent","No high school degree","Other","Self-employed","Chose to stay-at-home","11373",NA,"Months"
"645",1,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,2,1.22509315678393,124.878827936482,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,"11234",NA,"Months"
"646",1,1,1,1,4,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,1,1,4,1,1,1,1,1.01277213900797,103.236065751973,"Unpaid",12,NA,NA,"Single Parent","High school degree/GED","White","Self-employed",NA,"10453",NA,"Months"
"647",1,9,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,2,1.11185476430455,113.335968806193,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"11369",NA,"Still breastfeeding"
"648",2,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,2,0.345748684990255,35.2435978464761,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"10303",NA,"Months"
"649",1,7,1,2,5,1,NA,NA,NA,1,1,"1",8,0,0,0,0,2,1,NA,2,2,2,2,1,2,1,3,3,4,2,2,1.03609454539579,105.613415391257,"Paid",8,0,0,"Single Parent","No high school degree","Other","Private",NA,"10453",NA,"Never"
"650",3,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,8,1.47526712297917,150.380098191469,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"11378",NA,"Weeks"
"651",1,9,1,1,2,1,NA,NA,NA,1,1,"1",0,0,2,14,0,1,1,NA,1,2,2,2,2,1,1,2,4,4,2,12,0.531632348706385,54.1914908527084,"Paid",16,14,88,"Co-parent","Four year college or higher","Asian","Private",NA,"75024",NA,"Still breastfeeding"
"652",2,7,1,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,4,NA,1,2,1,2,1,2,1,2,4,4,2,6,1.2891432338343,131.407718010677,"Unpaid",32,NA,NA,"Co-parent","Four year college or higher","American Indian/AN","Private",NA,"11377",NA,"Weeks"
"653",4,10,1,2,3,1,NA,NA,NA,1,1,"1",2,8,8,4,0,2,1,NA,2,2,2,1,1,2,1,1,2,4,2,9,0.356931499224959,36.3835084948445,"Paid",16,4,25,"Co-parent","Some college or technical school","Black/African American","Private",NA,"10128",NA,"Still breastfeeding"
"654",1,1,1,2,2,1,NA,NA,NA,1,1,"3",2,8,0,0,0,1,1,NA,1,2,77,1,2,2,3,1,4,4,2,12,0.991021041663207,101.018886162237,"Both",14,0,0,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11224",NA,"Months"
"655",5,10,1,2,3,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,2,1,1,1.40780253020459,143.503152363922,NA,NA,NA,NA,"Single Parent","No high school degree","Asian",NA,NA,"10302",NA,"Months"
"656",1,9,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,1,2,1,1,3,4,2,1,0.268127328316087,27.3313309379284,"Unpaid",8,NA,NA,"Co-parent","No high school degree","Other","Private",NA,"10467",NA,"Months"
"657",3,12,1,1,3,1,NA,NA,NA,1,1,"3",0,2,0,0,0,2,1,NA,1,2,2,2,1,2,1,3,2,4,2,5,0.502856925372564,51.2582925735367,"Both",16,0,0,"Co-parent","Some college or technical school","American Indian/AN","Private",NA,"11373",NA,"Months"
"658",2,1,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,2,4,4,2,12,1.16724540641621,118.982166752243,"Unpaid",8,NA,NA,"Co-parent","Four year college or higher","Asian","Private",NA,"11375",NA,"Months"
"659",1,6,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.16946394714884,119.208311813039,NA,NA,NA,NA,"Co-parent","Some college or technical school","Hispanic",NA,NA,"11207",NA,"Weeks"
"660",1,12,1,2,3,1,NA,NA,NA,1,1,"3",3,10,0,26,0,2,1,NA,1,1,2,1,1,1,1,2,4,4,2,12,1.13119341413355,115.307237612281,"Both",40,26,65,"Co-parent","Four year college or higher","Asian","Private",NA,"10282",NA,"Months"
"661",2,12,1,1,2,1,NA,NA,NA,1,1,"1",6,0,16,0,18,2,1,NA,1,1,2,2,1,2,1,2,4,4,2,12,1.02767890981895,104.755574743502,"Paid",40,0,0,"Co-parent","Four year college or higher","White",NA,NA,"10023",3,"Still breastfeeding"
"662",1,9,1,1,1,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,4,NA,1,1,1,2,1,2,1,1,4,4,2,1,0.538705685851407,54.9125054526012,"Unpaid",48,NA,NA,"Single Parent","Four year college or higher","Other","Private",NA,"10040",NA,"Months"
"663",1,6,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,1,2,2,2,1,3,3,4,2,1,0.857912964620455,87.450627652318,"Unpaid",8,NA,NA,"Co-parent","No high school degree","Black/African American","Private",NA,"11212",NA,"Months"
"664",1,11,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,1,1,1.9019419762168,193.87283610061,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"10304",NA,"Months"
"665",1,2,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,1,77,1.18436784050141,120.727527493293,NA,NA,NA,NA,"Co-parent","Four year college or higher","Black/African American",NA,NA,"10704",NA,"Months"
"666",3,12,1,2,3,1,NA,NA,NA,1,1,"1",77,0,1,0,0,2,1,NA,1,1,2,2,1,2,1,1,2,4,1,77,0.695323883064067,70.8772480463688,"Paid",12,0,0,"Co-parent",NA,"Black/African American","Government",NA,"10553",NA,"Months"
"667",2,6,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,2,77,1.5789834684115,160.952335562744,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"10460",NA,"Months"
"668",1,6,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,1,2,1,1,4,4,2,77,1.65085941286563,168.278948768079,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","White","Self-employed",NA,"11368",NA,"Months"
"669",2,11,1,2,2,1,NA,NA,NA,1,1,"3",4,3,0,52,26,1,2,2,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,0.410420906248542,41.8359056608344,"Both",48,52,108,"Co-parent","Four year college or higher","Native Hawaiian/OPI","Non-profit","Chose to stay-at-home","11211",NA,"Months"
"670",3,3,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,1,2,3,3,4,4,2,10,0.800725659766444,81.6212884192406,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Asian","Private",NA,"11209",NA,"Never"
"671",2,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,2,77,1.89665787783468,193.334206030719,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"10453",NA,"Never"
"672",3,5,1,1,2,1,NA,NA,NA,1,1,"77",NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,1,2,3,2,1,4,1,77,0.514397140751989,52.4346346033138,NA,NA,NA,NA,"Co-parent","No high school degree","Other","Private",NA,"11223",NA,"Months"
"673",2,5,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,1,3,3,4,2,1,0.531332229418393,54.1608984485978,"Unpaid",4,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11211",NA,"Months"
"674",1,2,1,1,2,1,NA,NA,NA,1,1,"3",0,0,2,4,4,1,1,NA,1,2,2,1,1,2,1,2,3,3,1,77,0.611777119817944,62.3609798635871,"Both",6,4,67,"Co-parent","High school degree/GED","White","Government",NA,NA,NA,"Months"
"675",3,8,1,1,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,2,77,1.45177926726547,147.985883616008,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11377",NA,"Months"
"676",3,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,2,77,1.34564087744594,137.166757212166,NA,NA,NA,NA,"Co-parent","High school degree/GED","Other",NA,NA,"10461",NA,"Months"
"677",3,1,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,77,3.27552509279993,333.887861670206,NA,NA,NA,NA,"Single Parent","No high school degree","Asian",NA,NA,"11234",NA,"Weeks"
"678",2,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,2,2,3,4,4,2,10,1.34012526582263,136.604528037138,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Self-employed",NA,"10029",NA,"Months"
"679",2,5,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,2,77,0.791685761041718,80.6998140389806,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"10468",NA,"Months"
"680",3,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,2,2,1,1,1,1,4,4,2,10,0.644443546870526,65.69080429417,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11205",NA,"Never"
"681",1,5,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.853754642769328,87.0267526546691,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","10033",NA,"Still breastfeeding"
"682",1,6,2,2,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.793413894957552,80.8759698984201,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10012",NA,"Months"
"683",1,11,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,1,2,1,1,4,4,2,1,0.678486788950031,69.1609731923514,"Unpaid",12,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11221",NA,"Still breastfeeding"
"684",2,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,99,0.47679409559685,48.601600209306,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"11206",NA,"Never"
"685",1,12,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,2,10,NA,NA,NA,NA,NA,NA,1,3,4,4,1,7,0.974535064848985,99.338402151248,"Unpaid",6,NA,NA,"Co-parent","Some college or technical school","Other","Private","other","10472",NA,"Months"
"686",3,4,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,77,1.81322058037199,184.829096149376,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11214",NA,"Months"
"687",2,3,1,2,3,1,NA,NA,NA,1,1,"3",0,1,0,4,0,1,2,3,NA,NA,NA,NA,NA,NA,2,4,3,4,2,6,1.40731112133319,143.453061018983,"Both",4,4,100,"Co-parent","Four year college or higher","Black/African American","Private","Not enough flexibility","11432",NA,"Less than 1 Week"
"688",2,12,1,1,2,1,NA,NA,NA,1,1,"1",77,3,77,77,77,1,1,NA,1,2,2,2,2,2,2,2,3,3,1,4,0.491783512001863,50.1295336091005,"Paid",5,NA,NA,"Co-parent","Some college or technical school","White","Government",NA,"11204",NA,"Months"
"689",4,9,1,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,1,2.01311359832386,205.205020752568,NA,NA,NA,NA,"Single Parent","No high school degree","Hispanic",NA,NA,"10458",NA,"Never"
"690",3,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,77,1.33969965485432,136.561143745432,NA,NA,NA,NA,"Co-parent","High school degree/GED","Hispanic",NA,NA,"11218",NA,"Months"
"691",1,4,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,3,4,1,1,0.568457391569837,57.9452202454763,"Unpaid",6,NA,NA,"Co-parent","High school degree/GED","White","Non-profit","Chose to stay-at-home","11249",NA,"Months"
"692",2,11,1,2,3,1,NA,NA,NA,1,1,"3",2,77,10,77,0,2,1,NA,1,2,2,2,1,2,2,2,4,4,2,12,0.720958035373122,73.4902435379962,"Both",24,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"10010",NA,"Months"
"693",2,10,1,1,2,1,NA,NA,NA,1,1,"3",8,2,0,2,2,1,1,NA,1,2,1,1,2,2,1,2,4,4,2,12,1.05148907740429,107.182643905192,"Both",10,2,20,"Co-parent","Four year college or higher","Asian","Non-profit",NA,"11215",NA,"Months"
"694",1,9,1,2,3,1,NA,NA,NA,1,1,"3",0,0,8,13,0,2,1,NA,1,2,2,2,1,2,1,1,4,4,2,10,0.397104384263654,40.4784973295132,"Both",20,13,65,"Co-parent","Four year college or higher","Other","Private",NA,"11368",NA,"Months"
"695",2,6,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,2,4,4,2,12,0.581443828956421,59.2689816842915,"Unpaid",12,NA,NA,"Co-parent","Four year college or higher","White","Government",NA,"11231",NA,"Months"
"696",1,5,1,2,3,1,NA,NA,NA,1,2,"1",0,0,6,0,0,1,1,NA,1,1,2,2,2,1,1,2,4,4,2,10,0.545730473466685,55.6285711975128,"Paid",6,0,0,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11203",NA,"Never"
"697",2,7,1,1,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,2,77,1.51861979162219,154.79921556069,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"11223",NA,"Months"
"698",3,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,0.62386613853185,63.5932636940331,NA,NA,NA,NA,"Co-parent","No high school degree","Hispanic",NA,NA,"11232",NA,"Months"
"699",2,8,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,77,3.22423820417962,328.659976342508,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11236",NA,"Months"
"700",3,10,1,2,3,1,NA,NA,NA,1,1,"1",1,6,6,0,0,1,1,NA,1,2,2,1,2,2,2,4,4,4,2,11,0.932565975727457,95.0603187826193,"Paid",12,0,0,"Co-parent","Four year college or higher","Asian","Private",NA,"11230",NA,"Months"
"701",3,4,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,1,2,1,2,2,3,4,4,2,1,0.517414818281915,52.7422389931846,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Other","Self-employed",NA,"11232",NA,"Months"
"702",2,10,1,1,2,1,NA,NA,NA,1,1,"1",3,0,2,2,0,1,1,NA,1,2,77,2,2,1,2,3,2,4,1,5,0.496265568831852,50.5864082562034,"Paid",12,2,17,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11208",NA,"Never"
"703",1,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,1.66663028804398,169.886539502628,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"10456",NA,"Months"
"704",1,12,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,2,1,1.81322058037199,184.829096149376,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11214",NA,"Never"
"705",1,8,1,1,2,1,NA,NA,NA,1,1,"1",3,0,0,0,0,2,1,NA,1,2,2,2,1,2,1,1,3,4,2,1,0.907691209521556,92.5247306669028,"Paid",12,0,0,"Single Parent","No high school degree","Black/African American","Government",NA,"10456",NA,"Months"
"706",3,6,1,1,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,2,77,2.03709664700105,207.649712401172,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11223",NA,"Months"
"707",2,6,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,4,NA,2,77,2,2,1,2,1,1,4,4,2,1,0.488927847571422,49.8384438865936,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11432",NA,"Never"
"708",3,10,1,2,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,3,2,2,1,1,0.480836548350631,49.0136641891636,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Other","Private","Not enough flexibility","11213",NA,"Months"
"709",1,11,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,1,1,4,4,2,9,0.550434186551584,56.1080401862497,"Unpaid",6,NA,NA,"Co-parent","High school degree/GED","White","Non-profit",NA,"11096",NA,"Months"
"710",3,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,2,2,2,2,1,3,3,2,2,3,0.630401169594327,64.2594065216961,"Unpaid",12,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11233",NA,"Months"
"711",1,11,1,1,2,1,NA,NA,NA,1,1,"1",12,0,0,0,0,1,2,3,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.294734359098209,30.0434959684342,"Paid",12,0,0,"Co-parent","Four year college or higher","Black/African American","Non-profit","Not enough flexibility","10016",NA,"Months"
"712",1,8,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,4,2.11691618184355,215.786048729858,NA,NA,NA,NA,"Co-parent","Some college or technical school","Hispanic",NA,NA,"10452",NA,"Months"
"713",3,12,1,2,3,1,NA,NA,NA,1,1,"3",3,8,0,0,0,1,1,NA,1,2,1,1,2,1,1,4,4,4,2,11,0.375444490882944,38.2706145382054,"Both",12,0,0,"Co-parent","Some college or technical school","White","Government",NA,"10304",NA,"Never"
"714",1,10,1,1,2,1,NA,NA,NA,1,1,"3",0,0,8,12,0,1,4,NA,1,1,2,2,2,1,1,5,4,4,2,8,0.590621912521809,60.2045418186389,"Both",20,12,60,"Co-parent","Four year college or higher","White","Private",NA,"11214",NA,"Weeks"
"715",4,6,1,2,5,1,NA,NA,NA,1,1,"1",2,4,20,0,0,1,1,NA,1,1,1,1,2,2,2,1,4,4,2,12,0.727668218797571,74.1742403725584,"Paid",20,0,0,"Co-parent","Four year college or higher","Black/African American","Private",NA,"10453",NA,"Never"
"716",2,5,1,1,3,2,2,2,2,1,1,"3",0,0,4,4,0,1,1,NA,1,1,2,1,2,1,1,3,4,4,1,11,1.96611960635695,200.414728190417,"Both",8,4,50,"Co-parent","Four year college or higher","White","Government",NA,"10960",2,"Months"
"717",1,7,1,1,2,1,NA,NA,NA,1,1,"3",1,0,0,5,0,2,1,NA,2,1,1,1,1,2,2,2,3,4,2,3,0.531332229418393,54.1608984485978,"Both",6,5,83,"Co-parent","High school degree/GED","White","Private",NA,"11219",NA,"Months"
"718",1,6,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,2,1,77,2,2,1,1,3,4,2,2,0.410638324717456,41.858068027361,"Unpaid",8,NA,NA,"Co-parent","Some college or technical school","White","Self-employed",NA,"10034",NA,"Weeks"
"719",3,2,1,2,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,4,2,4,2,1,2.0451031059586,208.465843978598,"Did not take time off",NA,NA,NA,"Co-parent","No high school degree","White","Self-employed","Chose to stay-at-home","11237",NA,"Never"
"720",4,2,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,3,4,4,2,77,1.45177926726547,147.985883616008,"Did not take time off",NA,NA,NA,"Co-parent","No high school degree","Other","Self-employed","Chose to stay-at-home","11101",NA,"Months"
"721",3,10,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,1.75818905520321,179.21950448316,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"10457",NA,"Weeks"
"722",4,12,1,2,3,1,NA,NA,NA,1,1,"3",2,77,6,4,77,1,1,NA,1,1,2,1,2,2,4,4,4,4,2,77,0.348428467303219,35.5167591750777,"Both",20,4,20,"Co-parent","Four year college or higher","Hispanic","Private",NA,"66044",NA,"Months"
"723",3,4,1,1,2,1,NA,NA,NA,1,1,"1",0,0,12,0,0,1,1,NA,1,1,2,2,1,2,2,2,2,4,2,1,0.885519387946263,90.2646649109175,"Paid",12,0,0,"Single Parent","High school degree/GED","Native Hawaiian/OPI","Private",NA,"10467",NA,"Months"
"724",2,11,1,1,2,2,2,2,2,1,1,"3",4,0,1,20,4,1,4,NA,1,2,2,2,2,2,1,2,2,4,2,11,0.678486788950031,69.1609731923514,"Both",32,20,62,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"11221",NA,"Months"
"725",2,8,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,1,2,2,2,3,4,2,5,0.666308484924536,67.919588139683,"Unpaid",48,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"10462",NA,"Months"
"726",1,2,1,2,5,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,3,1,NA,1,2,1,1,1,2,3,3,2,4,1,4,0.357836080261122,36.475716192638,"Unpaid",48,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"11368",NA,"Months"
"727",2,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,2,2,4,3,3,2,2,1,0.678486788950031,69.1609731923514,"Unpaid",12,NA,NA,"Single Parent","Some college or technical school","Black/African American","Government",NA,"11233",NA,"Months"
"728",3,2,1,2,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,1,2.39595172258786,244.229299014798,NA,NA,NA,NA,"Single Parent","Some college or technical school","Other",NA,NA,"10456",NA,"Never"
"729",4,2,1,1,2,1,NA,NA,NA,1,2,"3",8,0,8,8,0,1,1,NA,1,1,2,1,1,2,1,1,3,3,2,7,3.65303732831609,372.369249997195,"Both",24,8,33,"Co-parent","High school degree/GED","Black/African American","Private",NA,"23707",NA,"Months"
"730",3,4,1,1,3,1,NA,NA,NA,1,1,"3",8,6,4,0,0,1,1,NA,1,1,1,2,1,2,3,3,2,4,2,3,0.356931499224959,36.3835084948445,"Both",12,0,0,"Co-parent","Some college or technical school","Black/African American","Non-profit",NA,"10026",NA,"Months"
"731",2,3,1,1,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,1,1,2,4,1,5,0.595846413469131,60.7370968747518,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private","Looking for other jobs","10458",NA,"Months"
